name,zip,kpi,Month 1,Month 2,delivery service
Erfahrene Tafelspitz,8041,# Negative Comments,0.0,0.0,deliverando
Erfahrene Tafelspitz,8041,# Positive Comments,0.0,0.0,deliverando
Gebackene Herberge,8010,# Commissionable Orders,0.0,0.0,deliverando
Gebackene Herberge,8010,# Negative Comments,0.0,0.0,deliverando
Gebackene Herberge,8010,# Positive Comments,0.0,0.0,deliverando
Bauer Palast,8020,# Commissionable Orders,0.0,0.0,deliverando
Bauer Palast,8020,# Negative Comments,0.0,0.0,deliverando
Bauer Palast,8020,# Positive Comments,0.0,0.0,deliverando
Königliche Club,8041,# Commissionable Orders,0.0,0.0,deliverando
Königliche Club,8041,# Negative Comments,0.0,0.0,deliverando
Königliche Club,8041,# Positive Comments,0.0,0.0,deliverando
Sanfte Weinlokal,8010,# Commissionable Orders,0.0,0.0,deliverando
Sanfte Weinlokal,8010,# Negative Comments,0.0,0.0,deliverando
Sanfte Weinlokal,8010,# Positive Comments,0.0,0.0,deliverando
Scharfe Schänke,8010,# Commissionable Orders,0.0,0.0,deliverando
Scharfe Schänke,8010,# Negative Comments,0.0,0.0,deliverando
Scharfe Schänke,8010,# Positive Comments,0.0,0.0,deliverando
Wolkenkratzer Gasthof,8054,# Commissionable Orders,0.0,0.0,deliverando
Wolkenkratzer Gasthof,8054,# Negative Comments,0.0,0.0,deliverando
Wolkenkratzer Gasthof,8054,# Positive Comments,0.0,0.0,deliverando
Grüne Platzl,8010,# Commissionable Orders,0.0,0.0,deliverando
Grüne Platzl,8010,# Negative Comments,0.0,0.0,deliverando
Grüne Platzl,8010,# Positive Comments,0.0,0.0,deliverando
Große Kellerstüberl,8020,# Commissionable Orders,0.0,0.0,deliverando
Große Kellerstüberl,8020,# Negative Comments,0.0,0.0,deliverando
Große Kellerstüberl,8020,# Positive Comments,0.0,0.0,deliverando
Fischer Blick,8020,# Commissionable Orders,0.0,0.0,deliverando
Fischer Blick,8020,# Negative Comments,0.0,0.0,deliverando
Fischer Blick,8020,# Positive Comments,0.0,0.0,deliverando
Romantische Esszimmer,8010,# Commissionable Orders,0.0,0.0,deliverando
Romantische Esszimmer,8010,# Negative Comments,0.0,0.0,deliverando
Romantische Esszimmer,8010,# Positive Comments,0.0,0.0,deliverando
Himmel Almhütte,8054,# Commissionable Orders,0.0,0.0,deliverando
Himmel Almhütte,8054,# Negative Comments,0.0,0.0,deliverando
Himmel Almhütte,8054,# Positive Comments,0.0,0.0,deliverando
Romantische Garten,8055,# Commissionable Orders,0.0,0.0,deliverando
Romantische Garten,8055,# Negative Comments,0.0,0.0,deliverando
Romantische Garten,8055,# Positive Comments,0.0,0.0,deliverando
Edle Hofladen,8020,# Commissionable Orders,0.0,0.0,deliverando
Edle Hofladen,8020,# Negative Comments,0.0,0.0,deliverando
Edle Hofladen,8020,# Positive Comments,0.0,0.0,deliverando
Festliche Schänke,8010,# Commissionable Orders,0.0,0.0,deliverando
Festliche Schänke,8010,# Negative Comments,0.0,0.0,deliverando
Festliche Schänke,8010,# Positive Comments,0.0,0.0,deliverando
Grüne Lokal,8020,# Commissionable Orders,0.0,0.0,deliverando
Grüne Lokal,8020,# Negative Comments,0.0,0.0,deliverando
Grüne Lokal,8020,# Positive Comments,0.0,0.0,deliverando
Stern Brauhaus,8010,# Commissionable Orders,0.0,0.0,deliverando
Stern Brauhaus,8010,# Negative Comments,0.0,0.0,deliverando
Stern Brauhaus,8010,# Positive Comments,0.0,0.0,deliverando
Königliche Tisch,8020,# Commissionable Orders,0.0,0.0,deliverando
Königliche Tisch,8020,# Negative Comments,0.0,0.0,deliverando
Königliche Tisch,8020,# Positive Comments,0.0,0.0,deliverando
Kleine Dorf,8010,# Commissionable Orders,0.0,0.0,deliverando
Kleine Dorf,8010,# Negative Comments,0.0,0.0,deliverando
Kleine Dorf,8010,# Positive Comments,0.0,0.0,deliverando
Herzog Almhütte,8055,# Commissionable Orders,0.0,0.0,deliverando
Herzog Almhütte,8055,# Negative Comments,0.0,0.0,deliverando
Herzog Almhütte,8055,# Positive Comments,0.0,0.0,deliverando
Kultivierte Esszimmer,8051,# Commissionable Orders,0.0,0.0,deliverando
Kultivierte Esszimmer,8051,# Negative Comments,0.0,0.0,deliverando
Kultivierte Esszimmer,8051,# Positive Comments,0.0,0.0,deliverando
Wirtshaus Feuerstelle,8010,# Commissionable Orders,0.0,0.0,deliverando
Wirtshaus Feuerstelle,8010,# Negative Comments,0.0,0.0,deliverando
Wirtshaus Feuerstelle,8010,# Positive Comments,0.0,0.0,deliverando
Wirtshaus Küche,8010,# Commissionable Orders,0.0,0.0,deliverando
Wirtshaus Küche,8010,# Negative Comments,0.0,0.0,deliverando
Wirtshaus Küche,8010,# Positive Comments,0.0,0.0,deliverando
Ruhige Inn,8041,# Commissionable Orders,0.0,0.0,deliverando
Ruhige Inn,8041,# Negative Comments,0.0,0.0,deliverando
Ruhige Inn,8041,# Positive Comments,0.0,0.0,deliverando
Quaint Jausenstation,8010,# Commissionable Orders,0.0,0.0,deliverando
Quaint Jausenstation,8010,# Negative Comments,0.0,0.0,deliverando
Quaint Jausenstation,8010,# Positive Comments,0.0,0.0,deliverando
Erfahrene Rathskeller,8055,# Commissionable Orders,0.0,0.0,deliverando
Erfahrene Rathskeller,8055,# Negative Comments,0.0,0.0,deliverando
Erfahrene Rathskeller,8055,# Positive Comments,0.0,0.0,deliverando
Verträumte Schenke,8042,# Commissionable Orders,0.0,0.0,deliverando
Verträumte Schenke,8042,# Negative Comments,0.0,0.0,deliverando
Verträumte Schenke,8042,# Positive Comments,0.0,0.0,deliverando
Mozart See,8041,# Commissionable Orders,0.0,0.0,deliverando
Mozart See,8041,# Negative Comments,0.0,0.0,deliverando
Mozart See,8041,# Positive Comments,0.0,0.0,deliverando
Schöne Wanderhütte,8020,# Commissionable Orders,0.0,0.0,deliverando
Schöne Wanderhütte,8020,# Negative Comments,0.0,0.0,deliverando
Schöne Wanderhütte,8020,# Positive Comments,0.0,0.0,deliverando
Alpine Weinbistro,8010,# Commissionable Orders,0.0,0.0,deliverando
Alpine Weinbistro,8010,# Negative Comments,0.0,0.0,deliverando
Alpine Weinbistro,8010,# Positive Comments,0.0,0.0,deliverando
Rauchige Hideaway,8020,# Commissionable Orders,0.0,0.0,deliverando
Rauchige Hideaway,8020,# Negative Comments,0.0,0.0,deliverando
Rauchige Hideaway,8020,# Positive Comments,0.0,0.0,deliverando
Moderne Grillplatz,8010,# Commissionable Orders,0.0,0.0,deliverando
Moderne Grillplatz,8010,# Negative Comments,0.0,0.0,deliverando
Moderne Grillplatz,8010,# Positive Comments,0.0,0.0,deliverando
Mozart Feuerstelle,8020,# Commissionable Orders,0.0,0.0,deliverando
Mozart Feuerstelle,8020,# Negative Comments,0.0,0.0,deliverando
Mozart Feuerstelle,8020,# Positive Comments,0.0,0.0,deliverando
